"lemma","lemma_freq","gloss","form","stressed_syll","case","number","short_cluster","full_cluster","noep","ep"
"спай",76,"junction","спа'ем",1,"inst","sg","сп","сп",31,273
"спай",76,"junction","спа'ями",1,"inst","pl","сп","сп",6,197
"спай",76,"junction","спа'я",1,"gen","sg","сп","сп",16,89
"спай",76,"junction","спа'ев",1,"gen","pl","сп","сп",9,12
"спайность",51,"cleavage","спа'йностью",1,"inst","sg","сп","сп",0,153
"спальник",116,"sleeping","спа'льника",1,"gen","sg","сп","сп",24,404
"спальник",116,"sleeping","спа'льников",1,"gen","pl","сп","сп",5,127
"спаниель",90,"spaniel","спание'лями",3,"inst","pl","сп","сп",34,850
"спаниель",90,"spaniel","спание'ля",3,"gen","sg","сп","сп",22,563
"спаниель",90,"spaniel","спание'лей",3,"gen","pl","сп","сп",1,24
"спаньё",165,"sleeping","спаньём",2,"inst","sg","сп","сп",29,347
"спаньё",165,"sleeping","спанья'",2,"gen","sg","сп","сп",7,81
"спаньё",165,"sleeping","спане'й",2,"gen","pl","сп","сп",1,19
"спардек",39,"spar deck","спарде'ком",2,"inst","sg","сп","сп",4,17
"спардек",39,"spar deck","спарде'ка",2,"gen","sg","сп","сп",1,163
"спаривание",62,"pairing","спа'риванием",1,"inst","sg","сп","сп",20,698
"спаривание",62,"pairing","спа'риваниями",1,"inst","pl","сп","сп",0,26
"спаривание",62,"pairing","спа'ривания",1,"gen","sg","сп","сп",35,50
"спарринг",118,"sparring","спа'ррингом",1,"inst","sg","сп","сп",10,332
"спарринг",118,"sparring","спа'ррингами",1,"inst","pl","сп","сп",12,562
"спарринг",118,"sparring","спа'рринга",1,"gen","sg","сп","сп",4,85
"спарринг",118,"sparring","спа'ррингов",1,"gen","pl","сп","сп",6,58
"спартаковец",118,"Spartak","спарта'ковцем",2,"inst","sg","сп","сп",7,629
"спартаковец",118,"Spartak","спарта'ковца",2,"gen","sg","сп","сп",2,25
"спартаковец",118,"Spartak","спарта'ковцев",2,"gen","pl","сп","сп",3,31
"спартанец",111,"Spartan","спарта'нцем",2,"inst","sg","сп","сп",32,322
"спартанец",111,"Spartan","спарта'нца",2,"gen","sg","сп","сп",2,43
"спартанец",111,"Spartan","спарта'нцев",2,"gen","pl","сп","сп",22,123
"спасание",31,"rescue","спаса'нием",2,"inst","sg","сп","сп",11,401
"спасание",31,"rescue","спаса'ния",2,"gen","sg","сп","сп",8,7
"спасатель",835,"rescuer","спаса'теля",2,"gen","sg","сп","сп",22,215
"спасатель",835,"rescuer","спаса'телей",2,"gen","pl","сп","сп",73,118
"спасение",10022,"salvation","спасе'ниями",2,"inst","pl","сп","сп",6,98
"спаситель",3836,"savior","спаси'телями",2,"inst","pl","сп","сп",24,846
"спаситель",3836,"savior","спаси'теля",2,"gen","sg","сп","сп",188,184
"спаситель",3836,"savior","спаси'телей",2,"gen","pl","сп","сп",5,18
"спекание",87,"caking","спека'нием",2,"inst","sg","сп","сп",18,294
"спекание",87,"caking","спека'ния",2,"gen","sg","сп","сп",20,6
"спектр",3438,"spectrum","спе'ктра",1,"gen","sg","сп","сп",187,311
"спектр",3438,"spectrum","спе'ктров",1,"gen","pl","сп","сп",57,242
"спектрограф",43,"spectrograph","спектро'графом",2,"inst","sg","сп","сп",14,301
"спектрограф",43,"spectrograph","спектро'графами",2,"inst","pl","сп","сп",1,39
"спектрограф",43,"spectrograph","спектро'графа",2,"gen","sg","сп","сп",4,21
"спектрометр",78,"spectrometer","спектро'метром",2,"inst","sg","сп","сп",37,808
"спектрометр",78,"spectrometer","спектро'метрами",2,"inst","pl","сп","сп",9,242
"спектрометр",78,"spectrometer","спектро'метра",2,"gen","sg","сп","сп",10,174
"спектрометр",78,"spectrometer","спектро'метров",2,"gen","pl","сп","сп",5,298
"спектроскоп",109,"spectroscope","спектроско'пом",3,"inst","sg","сп","сп",10,180
"спектроскоп",109,"spectroscope","спектроско'пами",3,"inst","pl","сп","сп",1,18
"спектроскоп",109,"spectroscope","спектроско'па",3,"gen","sg","сп","сп",2,10
"спектроскопист",6,"spectroscopist","спектроскопи'стами",4,"inst","pl","сп","сп",0,14
"спектрофотометр",36,"spectrophotometer","спе`ктрофото'метром",4,"inst","sg","сп","сп",40,428
"спектрофотометр",36,"spectrophotometer","спе`ктрофото'метрами",4,"inst","pl","сп","сп",10,122
"спектрофотометр",36,"spectrophotometer","спе`ктрофото'метра",4,"gen","sg","сп","сп",7,39
"спекулянт",814,"speculator","спекуля'нтом",3,"inst","sg","сп","сп",21,462
"спекулянт",814,"speculator","спекуля'нта",3,"gen","sg","сп","сп",6,30
"спекулянт",814,"speculator","спекуля'нтов",3,"gen","pl","сп","сп",30,269
"спелеолог",377,"spelunker","спелео'логом",3,"inst","sg","сп","сп",3,182
"спелеолог",377,"spelunker","спелео'логами",3,"inst","pl","сп","сп",25,868
"спелеолог",377,"spelunker","спелео'логов",3,"gen","pl","сп","сп",7,9
"спелость",113,"ripeness","спе'лостью",1,"inst","sg","сп","сп",8,240
"спенсер",669,"spencer","спе'нсерами",1,"inst","pl","сп","сп",6,55
"спенсер",669,"spencer","спе'нсера",1,"gen","sg","сп","сп",96,146
"спенсер",669,"spencer","спе'нсеров",1,"gen","pl","сп","сп",11,2
"сперматогенез",12,"spermatogenesis","сперматогене'зом",5,"inst","sg","сп","сп",6,210
"сперматозоид",250,"sperm","сперматозо'ида",4,"gen","sg","сп","сп",9,111
"сперматозоид",250,"sperm","сперматозо'идов",4,"gen","pl","сп","сп",22,76
"спермацет",7,"spermaceti","спермаце'том",3,"inst","sg","сп","сп",8,233
"спермин",21,"spermine","сперми'ном",2,"inst","sg","сп","сп",0,21
"спёртость",11,"closeness","спёртостью",1,"inst","sg","сп","сп",0,33
"спесивец",9,"spesivets","спеси'вцев",2,"gen","pl","сп","сп",258,1
"спесивость",10,"arrogance","спеси'востью",2,"inst","sg","сп","сп",4,23
"спесь",354,"hubris","спе'сью",1,"inst","sg","сп","сп",40,749
"спесь",354,"hubris","спе'си",1,"gen","sg","сп","сп",20,40
"спех",199,"hurry","спе'хом",1,"inst","sg","сп","сп",141,170
"спех",199,"hurry","спе'хами",1,"inst","pl","сп","сп",8,3
"спех",199,"hurry","спе'ха",1,"gen","sg","сп","сп",9,9
"спец",734,"specials","спе'цем",1,"inst","sg","сп","сп",8,51
"спец",734,"specials","спе'ца",1,"gen","sg","сп","сп",36,193
"спец",734,"specials","спеца'",2,"gen","sg","сп","сп",36,193
"спец",734,"specials","спецо'в",2,"gen","pl","сп","сп",76,222
"специальность",3731,"specialty","специа'льностей",3,"gen","pl","сп","сп",57,219
"спецификатор",0,"qualifier","специфика'тором",4,"inst","sg","сп","сп",18,697
"спецификатор",0,"qualifier","специфика'торами",4,"inst","pl","сп","сп",10,289
"специфичность",372,"specificity","специфи'чностями",3,"inst","pl","сп","сп",1,17
"специфичность",372,"specificity","специфи'чности",3,"gen","sg","сп","сп",4,12
"спецкор",142,"Special Correspondent","спецко'ром",2,"inst","sg","сп","сп",14,569
"спецкор",142,"Special Correspondent","спецко'рами",2,"inst","pl","сп","сп",4,68
"спецкурс",74,"Special Course","спе`цку'рсом",2,"inst","sg","сп","сп",5,317
"спецкурс",74,"Special Course","спе`цку'рсами",2,"inst","pl","сп","сп",8,220
"спецкурс",74,"Special Course","спе`цку'рса",2,"gen","sg","сп","сп",8,175
"спецкурс",74,"Special Course","спе`цку'рсов",2,"gen","pl","сп","сп",6,83
"спецотдел",45,"special department","спе`цотде'лом",3,"inst","sg","сп","сп",6,184
"спецотдел",45,"special department","спе`цотде'лами",3,"inst","pl","сп","сп",0,149
"спецотдел",45,"special department","спе`цотде'ла",3,"gen","sg","сп","сп",8,20
"спешность",55,"instancy","спе'шностью",1,"inst","sg","сп","сп",5,61
"спидометр",210,"speedometer","спидо'метрами",2,"inst","pl","сп","сп",20,386
"спидометр",210,"speedometer","спидо'метров",2,"gen","pl","сп","сп",3,60
"спикер",1115,"speaker","спи'кера",1,"gen","sg","сп","сп",37,319
"спикер",1115,"speaker","спи'керов",1,"gen","pl","сп","сп",4,86
"спил",30,"Speel","спи'лом",1,"inst","sg","сп","сп",8,221
"спил",30,"Speel","спи'лами",1,"inst","pl","сп","сп",3,168
"спил",30,"Speel","спи'ла",1,"gen","sg","сп","сп",2,69
"спил",30,"Speel","спи'лов",1,"gen","pl","сп","сп",3,38
"спилок",11,"spilok","спи'лка",1,"gen","sg","сп","сп",18,11
"спин",17783,"spin","спи'на",1,"gen","sg","сп","сп",335,242
"спин",17783,"spin","спи'нов",1,"gen","pl","сп","сп",11,52
"спинакер",3,"spinnaker","спина'кером",2,"inst","sg","сп","сп",2,397
"спинакер",3,"spinnaker","спина'керами",2,"inst","pl","сп","сп",1,85
"спинет",0,"spinet","спине'том",2,"inst","sg","сп","сп",1,17
"спиннинг",134,"spinning","спи'ннинга",1,"gen","sg","сп","сп",8,429
"спиннинг",134,"spinning","спи'ннингов",1,"gen","pl","сп","сп",1,58
"спиннингист",11,"One Piece","спиннинги'стом",3,"inst","sg","сп","сп",6,101
"спиннингист",11,"One Piece","спиннинги'стами",3,"inst","pl","сп","сп",15,165
"спиннингист",11,"One Piece","спиннинги'стов",3,"gen","pl","сп","сп",2,23
"спираль",1343,"spiral","спира'лей",2,"gen","pl","сп","сп",18,174
"спирант",3,"spirant","спира'нтом",2,"inst","sg","сп","сп",3,17
"спирант",3,"spirant","спира'нтами",2,"inst","pl","сп","сп",0,13
"спирит",147,"spiritist","спири'тами",2,"inst","pl","сп","сп",33,546
"спирит",147,"spiritist","спири'та",2,"gen","sg","сп","сп",28,179
"спирит",147,"spiritist","спири'тов",2,"gen","pl","сп","сп",9,33
"спиритизм",208,"spiritualism","спирити'зма",3,"gen","sg","сп","сп",3,159
"спиритуализм",66,"spiritualism","спиритуали'змом",5,"inst","sg","сп","сп",11,387
"спиритуалист",33,"spiritualist","спиритуали'стом",5,"inst","sg","сп","сп",2,9
"спиритуалист",33,"spiritualist","спиритуали'стами",5,"inst","pl","сп","сп",8,50
"спирометр",1,"spirometer","спиро'метром",2,"inst","sg","сп","сп",1,43
"спиртование",1,"fortification","спиртова'нием",3,"inst","sg","сп","сп",1,21
"спиртомер",0,"alcoholometer","спиртоме'ром",3,"inst","sg","сп","сп",0,43
"спиртомер",0,"alcoholometer","спиртоме'рами",3,"inst","pl","сп","сп",2,10
"спиртометр",1,"spirtometr","спирто'метром",2,"inst","sg","сп","сп",7,124
"спиртометр",1,"spirtometr","спирто'метрами",2,"inst","pl","сп","сп",1,12
"списание",353,"debit","списа'ниями",2,"inst","pl","сп","сп",8,481
"списание",353,"debit","списа'ния",2,"gen","sg","сп","сп",51,213
"списочек",79,"spisochek","спи'сочком",1,"inst","sg","сп","сп",18,959
"списочек",79,"spisochek","спи'сочками",1,"inst","pl","сп","сп",1,183
"списочек",79,"spisochek","спи'сочка",1,"gen","sg","сп","сп",10,54
"списывание",52,"cheating","спи'сываниями",1,"inst","pl","сп","сп",0,22
"списывание",52,"cheating","спи'сывания",1,"gen","sg","сп","сп",2,117
"спич",180,"speech","спи'чем",1,"inst","sg","сп","сп",17,514
"спич",180,"speech","спи'чами",1,"inst","pl","сп","сп",4,239
"спич",180,"speech","спи'ча",1,"gen","sg","сп","сп",8,43
"сплав",2208,"alloy","спла'вов",1,"gen","pl","сп","спл",201,266
"сплавщик",208,"rafters","спла'вщиком",1,"inst","sg","сп","спл",1,18
"сплавщик",208,"rafters","спла'вщиками",1,"inst","pl","сп","спл",4,222
"сплетение",676,"plexus","сплете'нием",2,"inst","sg","сп","спл",27,686
"сплетение",676,"plexus","сплете'ниями",2,"inst","pl","сп","спл",1,206
"сплетение",676,"plexus","сплете'ния",2,"gen","sg","сп","спл",37,39
"сплетник",184,"gossip","спле'тником",1,"inst","sg","сп","спл",8,428
"сплетник",184,"gossip","спле'тниками",1,"inst","pl","сп","спл",18,635
"сплетник",184,"gossip","спле'тника",1,"gen","sg","сп","спл",6,86
"сплетник",184,"gossip","спле'тников",1,"gen","pl","сп","спл",2,12
"сплин",100,"spleen","спли'нами",1,"inst","pl","сп","спл",9,296
"сплин",100,"spleen","спли'на",1,"gen","sg","сп","спл",10,120
"сплин",100,"spleen","спли'нов",1,"gen","pl","сп","спл",6,50
"сплоток",34,"raft","спло'тка",1,"gen","sg","сп","спл",12,0
"сплочение",245,"rallying","сплоче'нием",2,"inst","sg","сп","спл",14,453
"сплочение",245,"rallying","сплоче'ния",2,"gen","sg","сп","спл",5,45
"сплочённость",254,"cohesion","сплочённостью",2,"inst","sg","сп","спл",14,468
"сплочённость",254,"cohesion","сплочённости",2,"gen","sg","сп","спл",21,14
"сплошняк",49,"sploshnyak","сплошняко'м",3,"inst","sg","сп","спл",17,70
"сплющивание",5,"flattening","сплю'щиванием",1,"inst","sg","сп","спл",4,238
"сподвижник",806,"associate","сподви'жником",2,"inst","sg","сп","сп",34,237
"сподвижник",806,"associate","сподви'жника",2,"gen","sg","сп","сп",4,9
"сподвижник",806,"associate","сподви'жников",2,"gen","pl","сп","сп",29,35
"сподручный",324,"handy","сподру'чным",2,"inst","sg","сп","сп",20,9
"сподручный",324,"handy","сподру'чными",2,"inst","pl","сп","сп",20,50
"сподумен",0,"spodumene","сподуме'ном",3,"inst","sg","сп","сп",3,25
"спой",578,"sing","спо'ем",1,"inst","sg","сп","сп",51,13
"спокойствие",5966,"calm","споко'йствия",2,"gen","sg","сп","сп",73,188
"сползание",79,"slip","сполза'нием",2,"inst","sg","сп","сп",87,780
"сползание",79,"slip","сполза'ниями",2,"inst","pl","сп","сп",1,17
"сползание",79,"slip","сполза'ния",2,"gen","sg","сп","сп",6,21
"сполох",197,"The alarm","споло'хом",2,"inst","sg","сп","сп",1,103
"сполох",197,"The alarm","споло'хами",2,"inst","pl","сп","сп",6,311
"сполох",197,"The alarm","споло'ха",2,"gen","sg","сп","сп",9,24
"спондей",10,"spondee","спонде'ем",2,"inst","sg","сп","сп",3,128
"спондей",10,"spondee","спонде'ями",2,"inst","pl","сп","сп",1,42
"спондилит",0,"spondylitis","спондили'том",3,"inst","sg","сп","сп",10,106
"спондилит",0,"spondylitis","спондили'тами",3,"inst","pl","сп","сп",0,17
"спонтанность",77,"spontaneity","спонта'нностью",2,"inst","sg","сп","сп",14,948
"спонтанность",77,"spontaneity","спонта'нности",2,"gen","sg","сп","сп",7,6
"спор",12909,"dispute","спо'ров",1,"gen","pl","сп","сп",193,977
"спорангий",4,"sporangium","спора'нгием",2,"inst","sg","сп","сп",1,77
"спорангий",4,"sporangium","спора'нгиями",2,"inst","pl","сп","сп",1,369
"спорность",44,"argumentativeness","спо'рностью",1,"inst","sg","сп","сп",7,274
"споровик",0,"Spore","споровика'ми",4,"inst","pl","сп","сп",2,13
"спорогоний",0,"sporogony","спорого'ния",3,"gen","sg","сп","сп",18,0
"спорок",6,"sporok","спо'рком",1,"inst","sg","сп","сп",3,16
"спорок",6,"sporok","спо'рками",1,"inst","pl","сп","сп",2,13
"спорость",7,"sporost","спо'ростью",1,"inst","sg","сп","сп",2,17
"спорофилл",2,"sporofill","спорофи'ллами",3,"inst","pl","сп","сп",0,17
"спорофит",0,"sporophyte","спорофи'том",3,"inst","sg","сп","сп",4,72
"спорофит",0,"sporophyte","спорофи'тами",3,"inst","pl","сп","сп",0,33
"спорт",7153,"Sports","спо'ртами",1,"inst","pl","сп","сп",68,303
"спорт",7153,"Sports","спо'ртов",1,"gen","pl","сп","сп",8,146
"спортзал",382,"gymnasium","спо`ртза'лами",2,"inst","pl","сп","сп",42,758
"спортзал",382,"gymnasium","спо`ртза'ла",2,"gen","sg","сп","сп",123,821
"спортзал",382,"gymnasium","спо`ртза'лов",2,"gen","pl","сп","сп",9,64
"спортинвентарь",45,"sports equipment","спортинвентарём",5,"inst","sg","сп","сп",24,742
"спортклуб",65,"sports club","спо`ртклу'бом",2,"inst","sg","сп","сп",37,548
"спортклуб",65,"sports club","спо`ртклу'бами",2,"inst","pl","сп","сп",20,136
"спортклуб",65,"sports club","спо`ртклу'ба",2,"gen","sg","сп","сп",14,85
"спортклуб",65,"sports club","спо`ртклу'бов",2,"gen","pl","сп","сп",2,12
"спортлагерь",5,"sports center","спо`ртла'герем",2,"inst","sg","сп","сп",2,36
"спортлагерь",5,"sports center","спо`ртла'геря",2,"gen","sg","сп","сп",0,11
"спортоборудование",1,"sportoborudovanie","спо`ртобору'дованием",4,"inst","sg","сп","сп",0,27
"спортсмен",4080,"athlete","спортсме'на",2,"gen","sg","сп","сп",131,672
"спортсмен",4080,"athlete","спортсме'нов",2,"gen","pl","сп","сп",176,946
"спорщик",273,"disputant","спо'рщиком",1,"inst","sg","сп","сп",6,195
"спорщик",273,"disputant","спо'рщиками",1,"inst","pl","сп","сп",9,438
"спорщик",273,"disputant","спо'рщика",1,"gen","sg","сп","сп",1,10
"спорщик",273,"disputant","спо'рщиков",1,"gen","pl","сп","сп",7,45
"спорыш",6,"knotweed","спорышо'м",3,"inst","sg","сп","сп",5,121
"спорыш",6,"knotweed","спорыше'й",3,"gen","pl","сп","сп",0,31
"способ",26433,"way","спо'собов",1,"gen","pl","сп","сп",341,792
"способность",17482,"ability","спосо'бностей",2,"gen","pl","сп","сп",184,234
"спотыкач",14,"Spotykach","спотыкачо'м",4,"inst","sg","сп","сп",2,16
"справедливец",1,"spravedlivets","справедли'вцами",3,"inst","pl","сп","спр",3,24
"справедливость",8099,"justice","справедли'востями",3,"inst","pl","сп","спр",1,11
"справедливость",8099,"justice","справедли'вости",3,"gen","sg","сп","спр",549,243
"справочник",1320,"Reference","спра'вочника",1,"gen","sg","сп","спр",103,969
"справочник",1320,"Reference","спра'вочников",1,"gen","pl","сп","спр",32,382
"справщик",42,"spravschik","спра'вщиком",1,"inst","sg","сп","спр",1,10
"справщик",42,"spravschik","спра'вщиками",1,"inst","pl","сп","спр",8,18
"спрингер",4,"Springer","спри'нгером",1,"inst","sg","сп","спр",12,192
"спрингер",4,"Springer","спрингера'ми",3,"inst","pl","сп","спр",4,71
"спрингер",4,"Springer","спри'нгера",1,"gen","sg","сп","спр",22,10
"спрингер",4,"Springer","спри'нгерами",1,"inst","pl","сп","спр",4,71
"спринклер",1,"sprinkler","спри'нклером",1,"inst","sg","сп","спр",6,44
"спринклер",1,"sprinkler","спри'нклерами",1,"inst","pl","сп","спр",12,229
"спринт",113,"sprint","спри'нтами",1,"inst","pl","сп","спр",17,198
"спринт",113,"sprint","спри'нта",1,"gen","sg","сп","спр",58,577
"спринт",113,"sprint","спри'нтов",1,"gen","pl","сп","спр",11,131
"спринтер",58,"sprinter","спри'нтером",1,"inst","sg","сп","спр",56,777
"спринтер",58,"sprinter","спри'нтерами",1,"inst","pl","сп","спр",21,523
"спринтер",58,"sprinter","спри'нтера",1,"gen","sg","сп","спр",38,563
"спринтер",58,"sprinter","спри'нтеров",1,"gen","pl","сп","спр",7,29
"спринцевание",24,"syringing","спринцева'нием",3,"inst","sg","сп","спр",15,313
"спринцевание",24,"syringing","спринцева'ниями",3,"inst","pl","сп","спр",3,70
"спринцевание",24,"syringing","спринцева'ния",3,"gen","sg","сп","спр",7,12
"спрос",5190,"demand","спро'сами",1,"inst","pl","сп","спр",31,32
"спрос",5190,"demand","спро'са",1,"gen","sg","сп","спр",235,409
"спрут",201,"octopus","спру'тами",1,"inst","pl","сп","спр",1,410
"спрут",201,"octopus","спру'та",1,"gen","sg","сп","спр",7,116
"спрут",201,"octopus","спру'тов",1,"gen","pl","сп","спр",1,13
"спрыск",7,"showers","спры'ском",1,"inst","sg","сп","спр",9,275
"спрыск",7,"showers","спры'сками",1,"inst","pl","сп","спр",0,171
"спрыск",7,"showers","спры'сков",1,"gen","pl","сп","спр",5,7
"спряжение",165,"conjugation","спряже'нием",2,"inst","sg","сп","спр",25,556
"спряжение",165,"conjugation","спряже'ниями",2,"inst","pl","сп","спр",33,225
"спряжение",165,"conjugation","спряже'ния",2,"gen","sg","сп","спр",9,18
"спрямление",23,"straightening","спрямле'нием",2,"inst","sg","сп","спр",11,354
"спрямление",23,"straightening","спрямле'ниями",2,"inst","pl","сп","спр",1,16
"спурт",20,"spurt","спу'ртом",1,"inst","sg","сп","сп",6,85
"спурт",20,"spurt","спу'ртами",1,"inst","pl","сп","сп",1,39
"спурт",20,"spurt","спу'рта",1,"gen","sg","сп","сп",3,69
"спуск",4061,"descent","спу'сков",1,"gen","pl","сп","сп",21,676
"сработанность",4,"Harmony","срабо'танностью",2,"inst","sg","ср","ср",6,10
"сравнение",15162,"comparison","сравне'ний",2,"gen","pl","ср","ср",74,212
"сравнимость",18,"comparability","сравни'мостью",2,"inst","sg","ср","ср",2,37
"сражение",6475,"battle","сраже'ний",2,"gen","pl","ср","ср",231,184
"срастание",78,"accretion","сраста'нием",2,"inst","sg","ср","ср",25,222
"сращение",92,"symphysis","сраще'нием",2,"inst","sg","ср","ср",24,357
"сращение",92,"symphysis","сраще'ниями",2,"inst","pl","ср","ср",1,109
"сращивание",73,"splice","сра'щиванием",1,"inst","sg","ср","ср",29,723
"сращивание",73,"splice","сра'щивания",1,"gen","sg","ср","ср",15,10
"сребреник",78,"srebrenik","сре'бреником",1,"inst","sg","ср","ср",4,12
"сребреник",78,"srebrenik","сре'брениками",1,"inst","pl","ср","ср",28,112
"сребролюбец",39,"srebrolyubets","сребролю'бцем",3,"inst","sg","ср","ср",18,9
"сребролюбец",39,"srebrolyubets","сребролю'бцами",3,"inst","pl","ср","ср",13,18
"сребролюбие",133,"avarice","сребролю'бием",3,"inst","sg","ср","ср",195,195
"сребролюбие",133,"avarice","сребролю'бия",3,"gen","sg","ср","ср",10,4
"средневес",6,"Middleweight","средневе'сом",3,"inst","sg","ср","ср",14,87
"средневес",6,"Middleweight","средневе'сами",3,"inst","pl","ср","ср",7,74
"средневик",2,"srednevik","средневика'ми",4,"inst","pl","ср","ср",0,24
"среднеязычный",0,"sredneyazychny","сре`днеязы'чным",4,"inst","sg","ср","ср",5,8
"среднеязычный",0,"sredneyazychny","сре`днеязы'чными",4,"inst","pl","ср","ср",2,12
"средник",11,"mullion","сре'дником",1,"inst","sg","ср","ср",16,272
"средник",11,"mullion","сре'дниками",1,"inst","pl","ср","ср",23,309
"средник",11,"mullion","сре'дника",1,"gen","sg","ср","ср",1,18
"средник",11,"mullion","сре'дников",1,"gen","pl","ср","ср",6,24
"средостение",126,"mediastinum","средосте'нием",3,"inst","sg","ср","ср",7,198
"средостение",126,"mediastinum","средосте'ния",3,"gen","sg","ср","ср",10,15
"средоточие",676,"center","средото'чием",3,"inst","sg","ср","ср",65,409
"средоточие",676,"center","средото'чия",3,"gen","sg","ср","ср",7,22
"срез",717,"section","сре'за",1,"gen","sg","ср","ср",48,725
"срез",717,"section","сре'зов",1,"gen","pl","ср","ср",17,282
"срезок",55,"truncation","сре'зками",1,"inst","pl","ср","ср",12,128
"срезок",55,"truncation","сре'зка",1,"gen","sg","ср","ср",36,0
"сретение",163,"Candlemas","сре'тением",1,"inst","sg","ср","ср",38,416
"сретение",163,"Candlemas","сре'тения",1,"gen","sg","ср","ср",1,89
"срисовывание",4,"srisovyvanie","срисо'выванием",2,"inst","sg","ср","ср",14,37
"срисовывание",4,"srisovyvanie","срисо'вывания",2,"gen","sg","ср","ср",32,124
"сродник",248,"kinsman","сро'дником",1,"inst","sg","ср","ср",20,21
"сродник",248,"kinsman","сро'дниками",1,"inst","pl","ср","ср",151,932
"сродство",719,"affinity","сродство'м",2,"inst","sg","ср","ср",39,392
"срост",8,"with increasing","сро'стом",1,"inst","sg","ср","ср",45,27
"срост",8,"with increasing","сро'стами",1,"inst","pl","ср","ср",0,19
"срост",8,"with increasing","сро'ста",1,"gen","sg","ср","ср",7,22
"срост",8,"with increasing","сро'стов",1,"gen","pl","ср","ср",1,15
"сросток",48,"splice","сро'стком",1,"inst","sg","ср","ср",1,16
"сросток",48,"splice","сро'стками",1,"inst","pl","ср","ср",5,191
"сросток",48,"splice","сро'стка",1,"gen","sg","ср","ср",1,13
"срочность",115,"urgency","сро'чности",1,"gen","sg","ср","ср",30,5
"сруб",633,"blockhouse","сру'бами",1,"inst","pl","ср","ср",21,575
"сруб",633,"blockhouse","сру'бов",1,"gen","pl","ср","ср",17,106
"срубание",1,"srubanie","сруба'нием",2,"inst","sg","ср","ср",16,134
"срубание",1,"srubanie","сруба'ния",2,"gen","sg","ср","ср",3,11
"срыв",1183,"stall","сры'ва",1,"gen","sg","ср","ср",35,292
"срыв",1183,"stall","сры'вов",1,"gen","pl","ср","ср",17,31
"срытие",8,"razed","сры'тием",1,"inst","sg","ср","ср",1,29
"сселение",3,"sselenie","сселе'нием",2,"inst","sg","сс","сс",23,10
"ссудодатель",28,"lender","ссу`дода'телем",3,"inst","sg","сс","сс",311,33
"ссудодатель",28,"lender","ссу`дода'телями",3,"inst","pl","сс","сс",6,9
"ссудодатель",28,"lender","ссу`дода'теля",3,"gen","sg","сс","сс",19,57
"ссудополучатель",27,"bailee","ссу`дополуча'телем",5,"inst","sg","сс","сс",170,59
"ссудополучатель",27,"bailee","ссу`дополуча'телями",5,"inst","pl","сс","сс",26,10
"ссудополучатель",27,"bailee","ссу`дополуча'теля",5,"gen","sg","сс","сс",40,10
"ссыльнокаторжный",160,"punitive","ссы`льнока'торжным",3,"inst","sg","сс","сс",8,3
"ссыльнокаторжный",160,"punitive","ссы`льнока'торжными",3,"inst","pl","сс","сс",26,5
"ссыльнопоселенец",32,"ssylnoposelenets","ссы`льнопоселе'нцем",5,"inst","sg","сс","сс",7,7
"ссыльнопоселенец",32,"ssylnoposelenets","ссы`льнопоселе'нцами",5,"inst","pl","сс","сс",23,17
"ссыльный",1463,"exile","ссы'льным",1,"inst","sg","сс","сс",675,722
"ссыльный",1463,"exile","ссы'льного",1,"gen","sg","сс","сс",18,17
"ссыльный",1463,"exile","ссы'льных",1,"gen","pl","сс","сс",63,26
"стабилизатор",291,"stabilizer","стабилиза'тора",4,"gen","sg","ст","ст",159,988
"стабилизатор",291,"stabilizer","стабилиза'торов",4,"gen","pl","ст","ст",32,161
"стабилитрон",2,"Zener diode","стабилитро'ном",4,"inst","sg","ст","ст",98,711
"стабилитрон",2,"Zener diode","стабилитро'нами",4,"inst","pl","ст","ст",37,319
"стабилитрон",2,"Zener diode","стабилитро'на",4,"gen","sg","ст","ст",16,335
"стабилитрон",2,"Zener diode","стабилитро'нов",4,"gen","pl","ст","ст",6,52
"стабильность",2352,"stability","стаби'льности",2,"gen","sg","ст","ст",231,188
"став",2089,"becoming","ста'вом",1,"inst","sg","ст","ст",74,879
"став",2089,"becoming","ста'вами",1,"inst","pl","ст","ст",11,126
"став",2089,"becoming","ста'вов",1,"gen","pl","ст","ст",31,358
"ставень",1348,"shutter","ста'внем",1,"inst","sg","ст","ст",1,119
"ставень",1348,"shutter","ста'вня",1,"gen","sg","ст","ст",11,114
"ставень",1348,"shutter","ста'вней",1,"gen","pl","ст","ст",0,226
"ставец",29,"stavets","ста'вцем",1,"inst","sg","ст","ст",0,11
"ставец",29,"stavets","ста'вцев",1,"gen","pl","ст","ст",44,1
"ставленник",370,"protege","ста'вленниками",1,"inst","pl","ст","ст",17,779
"ставленник",370,"protege","ста'вленника",1,"gen","sg","ст","ст",10,22
"ставленник",370,"protege","ста'вленников",1,"gen","pl","ст","ст",2,48
"ставок",6839,"rates","ставко'м",2,"inst","sg","ст","ст",14,332
"ставок",6839,"rates","ставко'в",2,"gen","pl","ст","ст",2,51
"ставролит",1,"staurolite","ставроли'том",3,"inst","sg","ст","ст",4,75
"стадиальность",12,"stadial","стадиа'льностью",3,"inst","sg","ст","ст",1,68
"стадий",5652,"stages","ста'дием",1,"inst","sg","ст","ст",6,19
"стадий",5652,"stages","ста'дия",1,"gen","sg","ст","ст",393,36
